formula,formation_energy,e_hull,density,volume,nsites,stability
PrVO3,-3.202563797833333,0.0,6.648298263782472,239.62576821509148,20,1
Rb14Si10O17,-2.187558969207317,0.0,3.05914444568927,3798.365368420666,164,1
Rb2(ReS2)3,-1.053173752727272,0.0,6.032322805067504,1015.150147689692,44,1
Rb2Cd3Te4,-0.863228203518516,0.0,5.045938982790017,1340.779552095867,36,1
Rb2CdO2,-1.353627480499999,0.0,4.91926266507445,425.7901167915607,20,1
Rb2GeSe3,-1.110592218671873,0.0,3.8064064173725902,419.1960637337528,12,1
Rb2Pt3S4,-0.9379258116666632,0.0,6.435480526053441,228.2129184005574,9,1
Rb2SnBr6,-1.57136905222222,0.0,4.075219078475288,313.37459192801026,9,1
Rb2Th7Se15,-1.99923215000651,0.0,7.293597597220945,2713.473284577968,96,1
Rb2WSe4,-1.10841219705357,0.0,4.596168538125686,969.1406163495624,28,1
Rb2Zn3O4,-1.678057365555555,0.0,5.140843528908052,278.53730697582364,18,1
Rb3AsSe4,-1.0551996005468731,0.0,3.801378552712571,1130.7926849530415,32,1
Rb3CuO2,-1.237837759583333,0.0,4.116188534417284,567.9270816999009,24,1
Rb3IO5,-1.493134368055556,0.0,4.122402502922696,746.4926928756631,36,1
Rb3MnO3,-1.655166975775862,0.0,4.186378248833895,570.1324469348978,28,1
Rb3Sb5O14,-1.973021488977272,0.0,5.524166811188433,1309.6279750149586,88,1
Rb3SbSe4,-1.098475425546881,0.0,3.86018216574059,1194.1610095824378,32,1
Rb3TlO3,-1.373017168690475,0.0,5.251369120367217,643.5329024344761,28,1
Rb4P21I,-0.321385149134614,0.0,2.502370387486577,1485.4046419738022,52,1
Rb4P2Se9,-0.9451267643586332,0.0,3.685795674128952,1004.180596501748,30,1
Rb4Re6S13,-1.050790581630434,0.0,5.41675085560311,1150.173586140238,46,1
Rb4Zr3Se14,-1.346294261562497,0.0,4.3349792015388005,1318.465304538418,42,1
Rb6HgSe4,-1.143552495625003,0.0,4.089194048359439,835.9045303159661,22,1
Rb6Ta4S25,-1.143791942480951,0.0,3.295813215512615,2053.847853625246,70,1
Rb7NaGe8,-0.203399080867457,0.0,3.345896442305854,2386.931278581548,64,1
RbAgO,-0.9997084205555552,0.0,4.749830446430842,292.7343311663189,12,1
RbAuBr4,-1.119264391249999,0.0,4.807982744884848,415.86179103868193,12,1
RbAuO,-1.067955709166669,0.0,6.849364447527324,289.4054979924927,12,1
RbAuO2,-1.136231163125,0.0,6.026663137025951,173.27285401154876,8,1
RbBiS2,-1.017452068125,0.0,5.161621539321556,115.35776208989006,4,1
RbCaSb,-0.8635735924999991,0.0,3.315734799387384,247.7043353241881,6,1
RbCrF6,-2.6319465546875,0.0,3.551071916878567,117.58413523315444,8,1
RbGaH2,-0.298481811874999,0.0,3.324940106050818,314.0481636892319,16,1
RbMnCl3,-1.823708969086208,0.0,3.114640125663711,789.3611759695846,30,1
RbSmTe2,-1.609176243958335,0.0,5.238491249626082,155.64993923486114,4,1
RbSnS4,-0.910763241354166,0.0,3.169397751644508,2786.7803153611867,96,1
RbYTe2,-1.591618741458334,0.0,4.743981049611957,300.7279415103493,8,1
Re3(SBr)7,-0.785127648235293,0.0,3.976249062958257,2242.429234049726,68,1
Re3Se4Br,-0.7573641083593741,0.0,7.540316870524093,840.6863496629469,32,1
ReHg2O5,-1.504287073750005,0.0,7.616257134460916,582.0272004260341,32,1
Rh2(Se3Br2)3,-0.703639325064342,0.0,4.591035628994768,2019.5051024666448,68,1
S3(NO7)2,-1.255126798289473,0.0,2.282206780814309,506.70229170365866,38,1
SbIrS,-0.5933227426041671,0.0,10.25508974976436,224.12919777619723,12,1
SbSe5F6,-1.589629470351562,0.0,3.779856766397097,4432.140874123725,192,1
SbSeI,-0.60188073578125,0.0,5.3874314898745,403.92772149890897,12,1
Si4P4Ru,-0.401065874100529,0.0,3.707272429263886,151.08453487858102,9,1
Sm2TeO2,-3.278480227333331,0.0,7.482034218998491,102.16170203412248,5,1
Sm3FeO6,-3.3350189425,0.0,6.99785325554785,286.13762027531544,20,1
Sm4S3N2,-2.116760882500001,0.0,5.857408726926924,205.7168234267932,9,1
Sn15Ru3O14,-1.502136467968749,0.0,7.003597169945471,547.1870595528774,32,1
Sr(DySe2)2,-2.26222997910714,0.0,6.212543381273649,778.8348276820857,28,1
Sr(ErSe2)2,-2.250829536488091,0.0,6.421780402136165,763.3031480700892,28,1
Sr(LuSe2)2,-2.235004940654761,0.0,6.732635181737837,743.2692464522459,28,1
Sr(MgAs)2,-1.146270626999999,0.0,3.792269228603565,125.264240451145,5,1
Sr(ScS2)2,-2.282851445535714,0.0,3.329279432980175,610.0770815074989,28,1
Sr(TbSe2)2,-2.215435640744049,0.0,6.0949104386576725,786.0752728438025,28,1
Sr(YSe2)2,-2.267338949107142,0.0,4.935958137538388,782.1981785610218,28,1
Sr2FeH6,-0.618383489722221,0.0,3.862899920891555,101.93585667503194,9,1
Sr2Ge2Se5,-1.325382537413196,0.0,4.854604083338215,978.7136373877252,36,1
Sr2PbO4,-2.4660533835714302,0.0,6.725802950749754,220.4426983744759,14,1
Sr2Sb2O7,-2.570062335909088,0.0,5.869625819890577,300.3055962231564,22,1
Sr3(AlP2)2,-1.163182541878307,0.0,3.259068581765055,449.1035680243118,18,1
Sr3(CoO3)2,-2.316033964545454,0.0,5.557001301943329,284.9079111990537,22,1
Sr3Ga3N5,-0.776397881704547,0.0,5.309913093099539,339.0322749193775,22,1
Sr4PdO6,-2.581484783181816,0.0,5.625669197151822,326.3988833354515,22,1
Sr4TiAs4,-1.334374570046296,0.0,4.2920063207402,2160.503305674021,72,1
Sr4TiP4,-1.299367493035714,0.0,3.443741468399118,2014.560804596813,72,1
Sr5(GeN3)2,-0.79377964,0.0,4.85513455029244,456.5382501587851,26,1
SrHfS3,-2.074540924687499,0.0,5.183263719549967,464.280143999116,20,1
SrLiP,-1.134869963214286,0.0,3.133051646184146,133.068586195327,6,1
SrPdF4,-2.864338633333332,0.0,4.944867487441808,181.3603153121157,12,1
SrTh2Se5,-2.139048075351564,0.0,7.108581537799525,884.3923504501812,32,1
Ta2Se17Br12,-0.843381478693884,0.0,4.000105507002879,2211.002386104564,62,1
Tb4Se3N2,-2.057414417077544,0.0,7.187021865488953,208.079629722272,9,1
Tb4Te3N2,-1.848107357222223,0.0,7.359770042363698,944.4744600291734,36,1
TbCoO3,-2.622154927833276,0.0,8.586979182753064,205.64415112513475,20,1
TbVO3,-3.291628755333334,0.0,7.563310371821145,226.45903361633887,20,1
Th2SN2,-2.296756592062496,0.0,8.952684406781984,97.21989716689076,5,1
Th2SeN2,-2.2334680133125,0.0,9.328971482811628,101.64572146782768,5,1
Ti(CuS)4,-0.82992570925926,0.0,4.631598565750239,154.27680446480318,9,1
Ti(PS3)2,-0.9187834819576712,0.0,2.136091773944847,469.8509907919472,18,1
Tl2(ReS2)3,-0.780970229924243,0.0,7.713542179598569,998.6882646269856,44,1
Tl2Ge2Se5,-0.610636712598382,0.0,5.781154933248509,1090.1606102607834,36,1
Tl3BO3,-1.6444112220238152,0.0,7.947793654931188,280.78593510415857,14,1
Tl3BS3,-0.632581811666666,0.0,6.571061638381159,363.97376004133497,14,1
Tl4Bi2S5,-0.6316266425757591,0.0,7.488308351357199,1238.0964408242933,44,1
Tl4SiSe4,-0.6693635839120391,0.0,7.091705941925311,1087.8327789597236,36,1
Tl5SbO5,-1.253834989924244,0.0,9.138571783150384,889.3983435178177,44,1
TlGaSe2,-0.6917579945312471,0.0,6.256269728893391,917.3473395950203,32,1
TmTlS2,-1.731886729583327,0.0,7.15859471336665,101.47224546537744,4,1
V2Hg2O7,-1.714846596363638,0.0,7.218980060254308,565.9132770177713,44,1
VBrO,-1.988522311666666,0.0,4.326720810140275,112.71431824743266,6,1
YSF,-3.332084884270834,0.0,4.783357557393636,97.1804471117442,6,1
Zn(GaSe2)2,-0.915275577767856,0.0,5.104347978029998,169.39174072865404,7,1
ZnSiP2,-0.391656841488096,0.0,3.418565574455873,151.00927439980956,8,1
Zr(Se2Cl3)2,-1.02073578715909,0.0,3.17508872869701,1296.5586939018635,44,1
Zr(TlSe)4,-0.873788117250003,0.0,7.480153456044356,1359.2578704423545,45,1
ZrBrN,-1.9025169500000008,0.0,5.238049756165821,117.38086358244163,6,1
Ag3AsS3,-0.160047236205353,0.0,5.393890423250708,609.210655176892,28,1
Ag3SbS3,-0.206789332633925,0.0,5.802740886522704,619.9007608841648,28,1
Ag5BiO4,-0.6585394598333311,0.0,8.20077131927059,657.9319829937269,40,1
AgTeO3,-1.146425267166666,0.0,6.2757131490630265,600.0363880095312,40,1
Al2CdTe4,-0.582113531428575,0.0,4.851529037055572,231.64033150563444,7,1
Al2ZnTe4,-0.7049379838095231,0.0,4.827294159882309,216.63505529356985,7,1
AlCuS2,-0.963132853906248,0.0,3.50773727814024,146.42766229382923,8,1
AlP2I9,-0.577801201607142,0.0,3.5022475308334533,4669.546937631664,96,1
As(BrF2)3,-1.6685016422500012,0.0,3.5898205459455133,396.53621659087327,20,1
AsXe2F9,-1.618047420208333,0.0,3.210709880063364,1577.9180986118402,72,1
AuSO4,-1.313295811874998,0.0,5.404120148244996,720.3191186426213,48,1
Ba(AlTe2)2,-1.140490400238092,0.0,4.580157621476996,508.7963699644138,14,1
Ba(AuF6)2,-1.7874341114999992,0.0,4.402527155758056,1145.4778200532364,60,1
Ba(InSe2)2,-1.30214578860119,0.0,4.901912836591854,1850.4140633883485,56,1
Ba(NdS2)2,-2.375684078571425,0.0,4.726279564678873,778.6729740204366,28,1
Ba(SbS2)2,-1.120472408749996,0.0,4.392955633142289,1539.5412713964795,56,1
Ba16Re6O37,-2.792275173898305,0.0,6.507866948841855,996.7652806491824,59,1
Ba2As2S5,-1.368974388472221,0.0,3.918265344205699,1982.7551731299536,72,1
Ba2GdCl7,-2.872607037499999,0.0,3.932393551520615,1148.7060904993195,40,1
Ba2HgS5,-1.4468766143750011,0.0,4.635298641314908,910.7392948649456,32,1
Ba2P7Br,-0.8314607517499971,0.0,3.587013943072334,529.0135016575393,20,1
Ba2VO4,-2.930773886071427,0.0,5.265597665098665,491.4424563166304,28,1
Ba3(AlN2)2,-1.033622193333334,0.0,5.348608350006547,648.2082639062628,36,1
Ba3Mn2O8,-2.427450099297096,0.0,5.273663793647016,409.2430451726671,26,1
Ba5Pt2O9,-2.309565526354167,0.0,7.45475117677773,815.7946760958519,48,1
Ba8Sb6S17,-1.528057044758063,0.0,4.231851222898561,3726.5831409693865,124,1
BaSn2S3,-1.2595916695833291,0.0,4.661757275932973,1006.5100469387644,36,1
BaSnS2,-1.543447148749999,0.0,4.44535321366255,478.3870129393772,16,1
Bi6PtCl10,-1.155757506544118,0.0,5.243866018703898,4568.806629293194,136,1
BiAuCl6,-0.731505600624998,0.0,4.49281405725419,914.6315312138504,32,1
BiPS4,-0.367511936329367,0.0,4.144097131236569,1180.3468529106285,48,1
BiTeCl,-0.655658539166665,0.0,5.939484902623059,208.0234245589868,6,1
C(Se2Br)2,-0.281954660267857,0.0,4.033357883057904,803.0790681073257,28,1
Ca(AuF6)2,-1.586015681333335,0.0,4.553507711608064,241.41027274108683,15,1
Ca(AuO2)2,-1.466215879285709,0.0,9.047812470496794,182.7984316990949,14,1
Ca(CoO2)2,-1.878585158214284,0.0,5.639435697074167,261.4044132856434,28,1
Ca(ErS2)2,-2.40433364077381,0.0,5.155460711285895,647.866081916809,28,1
Ca(HoS2)2,-2.4064787169642843,0.0,5.049634867523821,655.3173259853222,28,1
Ca(LuS2)2,-2.40069353529762,0.0,5.468823146604424,629.4669840689699,28,1
Ca(TmS2)2,-2.409249856607143,0.0,5.243245762081028,641.2635030406094,28,1
Ca(YS2)2,-2.407047725892858,0.0,3.454275226819853,665.6042868605462,28,1
Ca2AsI,-1.500340893124999,0.0,3.754225457232024,124.72406056853306,4,1
Ca2HN,-0.945637455625,0.0,2.462779663361686,256.6767430548098,16,1
Ca2Mn3O8,-2.416973564137931,0.0,4.137001121818306,149.70349076986702,13,1
Ca2PI,-1.503881859910714,0.0,3.308515831731006,119.46901919986468,4,1
Ca2Sb2S5,-1.372295938055555,0.0,3.465479550415696,927.6667855991934,36,1
Ca2VN3,-1.413516451874999,0.0,3.4024155814066632,337.9581724078324,24,1
Ca3AsBr3,-2.014183470357142,0.0,3.458589198641642,208.78878557829063,7,1
Ca4TiN4,-1.309544041481481,0.0,3.088087497285169,284.1396514237384,18,1
CaCrF6,-3.29080727,0.0,3.027538056892251,113.02192670799636,8,1
Cd3(AsO4)2,-1.655757343653845,0.0,5.527166366474618,739.1491558086035,52,1
Cr2WO6,-2.305236911666666,0.0,6.823199267633029,186.8221519491064,18,1
CrAgO2,-1.6847351029166662,0.0,6.6392764695215885,47.9865802322794,4,1
CrCuO2,-1.784819649999986,0.0,5.600365259676549,87.4933748108686,8,1
Cs(BI)6,-0.610277082088859,0.0,3.6965837838665454,1723.522361437337,52,1
Cs2As8S13,-0.6210568368178411,0.0,3.098732601143714,5496.0760315406815,184,1
Cs2Cd3Te4,-0.880730419999998,0.0,5.20860138076516,709.9476291487296,18,1
Cs2GeSe3,-1.132241111056933,0.0,4.089799706486895,467.1913103553096,12,1
Cs2GeSe4,-1.048959332669335,0.0,4.156875677655437,522.7366372879917,14,1
Cs2Pt3S4,-0.882246507916666,0.0,6.594181036249544,246.6119646452656,9,1
Cs2Sb4S7,-0.659070104783652,0.0,3.902200435099737,1663.5277047087327,52,1
Cs2SnS14,-0.405286348933821,0.0,2.778619531937065,1992.2764655826825,68,1
Cs2U2O7,-3.274979256755456,0.0,6.494672145364342,218.3136219379037,11,1
Cs3BP2,-0.554626373908727,0.0,3.486948848909138,449.0472849392726,12,1
Cs3Cu5O4,-1.082163365122125,0.0,4.69427988308852,1104.28667229704,48,1
Cs3GeSe3,-1.18615426942811,0.0,4.328130248385943,1086.8934801255953,28,1
Cs3Nb2S11,-1.200589469935343,0.0,3.166302610770275,1966.117153511372,64,1
Cs3VS4,-1.444629510495686,0.0,3.435361871029488,1117.384674689852,32,1
Cs4Hf3Se14,-1.35411212387777,0.0,4.921525799605649,1466.0388208225918,42,1
Cs4P2Se9,-0.8277255431676581,0.0,3.951081147757518,1096.252121966787,30,1
Cs4U5O17,-3.338413402639256,0.0,6.344966051423414,2087.14118382171,104,1
Cs4ZnO3,-1.4158313279525871,0.0,5.026767183526895,852.3138845340536,32,1
Cs6Cr2O7,-1.857782984195404,0.0,4.78288426184609,703.6861400161625,30,1
Cs7NaSi8,-0.025591901810345,0.0,3.100640462043137,2523.5235867122483,64,1
CsAs2Se3,-0.7028021477810671,0.0,4.461668021260567,1547.1589055805275,48,1
CsAsSe2,-0.861460288585669,0.0,4.292116084508582,1132.005297556184,32,1
CsBiS2,-0.8667762614062541,0.0,4.858672445781889,555.053003685522,16,1
CsCr3O8,-1.942454589554585,0.0,3.76724211475712,735.0314855733042,48,1
CsCu3S2,-0.6124818376041661,0.0,3.959103167334656,162.5991758120839,6,1
CsEr3Se5,-2.128006259201388,0.0,6.147031190644895,1112.4042008186127,36,1
CsInSe2,-1.153762355156246,0.0,4.629128688764159,1164.0839462948793,32,1
CsLu7Se11,-2.104970995373848,0.0,6.730183482079323,2197.116490885719,76,1
CsSnS3,-0.8394699596875,0.0,3.584270415288076,322.2707978105111,10,1
CuMo3Br7,-0.9621440485227272,0.0,4.6674490857464885,2591.9819360623783,88,1
CuMo3I7,-0.5983315423863641,0.0,5.021626943289219,3279.520050455627,88,1
DyCuS2,-1.5935681832812492,0.0,5.853177103699919,329.29028160459023,16,1
DyTlS2,-1.73212755249999,0.0,6.849799608108835,104.48691404445152,4,1
DyVO3,-3.296628931333332,0.0,7.735287972077501,224.4936902037986,20,1
Er2Au5F21,-2.228142117142857,0.0,6.449919346262614,884.7654900914579,56,1
ErCuS2,-1.588405923489585,0.0,6.090041066704614,321.6734233765556,16,1
ErVO3,-3.3105158775,0.0,8.018613803040648,220.50361904722976,20,1
Eu(AlCl4)2,-1.99547672590909,0.0,2.541097733005481,639.8169407087177,22,1
Fe7(AsO4)6,-1.698793269594594,0.0,4.505729198011462,451.2508613083494,37,1
FeAsO4,-1.699692442916665,0.0,4.301333473258373,300.7565582959569,24,1
Ga2HgS4,-0.826619146785716,0.0,4.848774584080167,160.37532561024014,7,1
Ga2PdBr8,-1.101282322272727,0.0,3.904936466358408,376.3799537922184,11,1
Ga2TeSe2,-0.6201830866250021,0.0,4.850440172800529,290.9726209732,10,1
GaTeI7,-0.601696241018519,0.0,4.155000971060877,867.7597786007699,18,1
Gd2Au5F21,-2.206013992499999,0.0,6.196467216147256,1820.4517227746703,112,1
Gd3AuO6,-3.089925464999999,0.0,8.987227128426396,141.29338689390778,10,1
Gd3ReO8,-3.269572775416667,0.0,8.451323795856242,617.70409659141,48,1
Ge19(PBr)4,-0.242748539206349,0.0,5.123830975258883,1182.0362671812604,54,1
H4I3N,-0.5370794171875001,0.0,3.78234842718481,700.2454382634817,32,1
Hg(AuF4)2,-1.292650168863637,0.0,7.166217922480215,345.95923143530183,22,1
Hg2NO4,-0.739543580714287,0.0,7.40965970916495,429.5496859415413,28,1
Hg3(PO4)2,-1.799685966098902,0.0,7.314388153861302,718.9500365972689,52,1
Hg4P2O7,-1.7267410380219812,0.0,7.546349933445363,429.6619755647263,26,1
Hg5(SbI3)2,-0.436793125384616,0.0,6.754181256966425,1974.593801653128,52,1
Hg7(PO5)2,-1.399635345093989,0.0,8.794062887319495,614.0859635155122,38,1
Ho2Au5F21,-2.229087597499999,0.0,6.375048406894599,892.7302557949142,56,1
Ho3Se3N,-2.16404069513393,0.0,7.401434629239917,669.1820964704139,28,1
HoCuS2,-1.59167361328125,0.0,5.968514955272175,325.6315710928154,16,1
InSeI,-0.8192689011284711,0.0,4.378034780350969,1946.0997315004192,48,1
InTeCl,-0.8248074937500001,0.0,4.710821403891745,783.5841971746495,24,1
Ir2(Se3Br2)3,-0.6796020390349271,0.0,5.050866250885382,2070.5481471224944,68,1
Ir2(Se3Cl2)3,-0.3864001440625,0.0,4.604694905304659,1886.4569763223133,68,1
K12In2Se9,-1.247423321149003,0.0,2.936165457084861,3188.452586404089,92,1
K2B2Se7,-0.8084964817490511,0.0,3.66185638639651,591.8123068888374,22,1
K2FeO4,-1.428852621357141,0.0,2.903217051962533,453.0861074901879,28,1
K2Ga2As3,-0.455343557249999,0.0,4.00091457466435,1468.933679724094,56,1
K2Pb2O3,-1.5614089427857092,0.0,5.971810365572381,300.6387442494664,14,1
K2ReF6,-2.765490939666662,0.0,4.713170772643979,133.31535854723708,9,1
K2SeBr6,-1.299198075204859,0.0,3.673890309336613,287.7241469766528,9,1
K2SnBr6,-1.544271811611111,0.0,3.70306395236049,606.5644005532896,18,1
K2SnSe3,-1.119194034421874,0.0,3.535458766408358,407.48295678716335,12,1
K2U2O7,-3.324803091318179,0.0,6.008962049142516,368.2281596698449,22,1
K3BP2,-0.539756795783729,0.0,1.809787333366164,348.7604642542188,12,1
K3CoO2,-1.245469531125,0.0,2.700572327104606,512.1416529288501,24,1
K3Cu5O4,-1.092671264104166,0.0,3.52077051239991,941.4375102767572,48,1
K3CuO2,-1.287806514875,0.0,2.914040978998382,970.2777395941904,48,1
K3GaTe3,-1.048316028107144,0.0,3.535146374437012,1070.6259753656277,28,1
K3MnO3,-1.712323962811576,0.0,2.8946908617311813,505.3422799501837,28,1
K3MoCl6,-1.7960765828749992,0.0,2.550252461066767,1109.3982917843289,40,1
K3PSe4,-1.098334637595981,0.0,3.094826013988132,996.0761101466044,32,1
K3RhCl6,-1.648462980124999,0.0,2.7182789990309,1057.8427249097742,40,1
K3SnSe3,-1.194529416611607,0.0,3.315836380703758,947.2648952462156,28,1
K3VS4,-1.415487692093748,0.0,2.208309268148548,891.8023619382668,32,1
K4Au6S5,-0.7493380739375001,0.0,6.1721230375750125,806.318028622085,30,1
K4Sn3Se8,-1.037990106849999,0.0,3.942709552027766,963.8012075992518,30,1
K4ZnO3,-1.487419703312499,0.0,2.915887774537482,614.5834668899363,32,1
K6CdO4,-1.336884909863634,0.0,3.163811940696736,431.4282342330357,22,1
K6CdTe4,-1.108454179560604,0.0,3.179069555400297,895.7007698781348,22,1
K6MgO4,-1.5719714466818182,0.0,2.634295751358229,407.07308147293975,22,1
K6Nb4S25,-1.105550554099999,0.0,2.398945560451486,3898.002338085023,140,1
K6Se2O9,-1.7229617032757352,0.0,3.108490370367237,1146.3912181880664,68,1
KAsSe2,-0.846891826734375,0.0,3.514308915641034,513.9751098231823,16,1
KGaTe2,-0.903429579520833,0.0,4.180860851163335,1156.6452197160738,32,1
KMgP,-0.628996292297619,0.0,2.099982569603607,149.25533260165312,6,1
KSb5S8,-0.460628250446427,0.0,3.973803903309034,1511.7222250925602,56,1
KSbS2,-0.8528676698437501,0.0,3.126561606741884,238.9857669027302,8,1
La10Se14O,-2.4387671424125,0.0,6.151065714440611,2710.92764932226,100,1
La2CuS4,-1.887795424464284,0.0,5.033170466092383,619.7423913699287,28,1
La4Se3N2,-2.106673152447916,0.0,5.935686844135055,459.0867789895274,18,1
La5C2Cl9,-2.3007736884375,0.0,4.330093523284892,795.8341246532757,32,1
La5C2I9,-1.550940783750001,0.0,4.77581658142058,5175.653946346577,128,1
LaSO,-3.05161248,0.0,5.315146592375424,467.2996584628443,24,1
Li2TeS3,-0.9295077809722212,0.0,3.232966660380209,488.3093272429518,24,1
Li2ZrN2,-1.362267603166667,0.0,4.370752214047623,50.574810329420224,5,1
Li5TlO4,-1.864534572124999,0.0,4.931940548670556,816.3699014924835,80,1
Li6VCl8,-1.945569067333334,0.0,2.342502847887874,266.6865031209936,15,1
LiAuS,-0.8895950427777771,0.0,6.892803084577985,227.3917677103957,12,1
LiDySe2,-1.9649048499479127,0.0,5.922362110440497,91.78697945925003,4,1
LiErSe2,-1.9578455220312487,0.0,6.126922528010394,90.01227488643976,4,1
LiGaTe2,-0.839710808541665,0.0,4.598910538235989,239.65377548288564,8,1
LiHoSe2,-1.962550009947914,0.0,6.025846419490355,90.88040626363966,4,1
LiInSe2,-1.056964433697915,0.0,4.414420042906587,210.40947671206865,8,1
LiNbO2,-2.686382930833336,0.0,5.667091788849184,77.26563847183948,8,1
LiRhO2,-1.555824928333332,0.0,6.286704050612769,37.46631942068893,4,1
LiTbSe2,-1.926553913671874,0.0,5.790310650112732,92.8551015473329,4,1
LiYSe2,-1.968470493697916,0.0,4.575354967678076,92.09990726618337,4,1
Mg(ScS2)2,-2.064758899999999,0.0,2.65110575046383,303.7541893050832,14,1
Mg2NiH4,-0.3319514775,0.0,2.780915125493409,265.92164711730936,28,1
Mg3MnH7,-0.345851856061911,0.0,2.356007145504216,190.17008726927776,22,1
MgB9N,-0.440278225568182,0.0,2.597931562214007,173.35858147630654,22,1
MgCrF6,-3.114523169375,0.0,3.334571415843009,94.76075401263512,8,1
Mn(SeO3)2,-1.427935919179836,0.0,4.121739039793437,248.858487577255,18,1
MnGeO3,-2.135882778586207,0.0,5.593280875660874,104.25051788767348,10,1
Mo3S7Cl4,-0.813296359977678,0.0,3.086787999208474,1407.4656461457091,56,1
MoNCl3,-1.09528815100001,0.0,2.747456650471394,522.9331863949631,20,1
Na2(ReS2)3,-0.993451736159871,0.0,5.957676211178563,888.5571340760382,44,1
Na2Al2As3,-0.6375267442857141,0.0,3.401518031240159,1268.1146338362944,56,1
Na2GeSe3,-0.987196637881644,0.0,3.70766851818596,636.8647780044561,24,1
Na2Hg3S4,-0.698614263639848,0.0,5.950708077252114,866.1787055285421,36,1
Na2HgO2,-1.336780317051725,0.0,6.068127925222486,76.23003578649424,5,1
Na2MnF5,-2.930590704148707,0.0,3.213108968204523,404.98538556957504,32,1
Na2PtO3,-1.497563052126436,0.0,7.207967774786441,266.3709519996665,24,1
Na2TcF6,-2.69218343,0.0,3.819188551598377,112.1623578103663,9,1
Na2U2O7,-3.27422771752351,0.0,6.602942488442353,318.8992880527234,22,1
Na3BN2,-0.6793939791666661,0.0,2.201836149495121,325.1752643683868,24,1
Na4Ge2Se5,-1.014689077021452,0.0,3.808365200068418,551.1685587068778,22,1
Na4Sn3S8,-0.8848432061666661,0.0,3.199286437268478,731.4324129337376,30,1
Na4TiSe4,-1.335474887580619,0.0,3.203227369406854,1889.7224208526625,72,1
Na5InTe4,-0.9619168955229872,0.0,3.602307690173624,2729.530223311007,80,1
Na6Ge2Se7,-1.056078252645473,0.0,3.511714972933793,790.558880384586,30,1
NaAgF4,-1.873112819999999,0.0,4.420039617235297,155.4217440461332,12,1
NaAuCl4,-1.224311163146551,0.0,3.491414350692001,2752.949485489003,96,1
NaScS2,-2.00244756515625,0.0,2.734763085593306,80.19591520326138,4,1
Nb(SCl)2,-1.4579086689999992,0.0,3.260734097393324,232.16074394190332,10,1
Nb2PS10,-0.964960996703299,0.0,2.550952816377832,1399.374123847296,52,1
NbAlBr8,-1.407833382499999,0.0,3.649749604673546,690.7587739473224,20,1
NbCu3S4,-0.847748116249999,0.0,4.152411843361413,164.67953723815498,8,1
NbNO,-1.975965141666666,0.0,6.179509141675791,132.11468427885,12,1
Nd2Au5F21,-2.233580988303571,0.0,5.902270650672249,1881.914222293459,112,1
Nd2TeS2,-2.178817990124997,0.0,5.4779176075691165,145.56883919291244,5,1
NdTlS2,-1.699453493958322,0.0,6.080170373793555,112.72649588083316,4,1
Ni2P2O7,-2.228525349707793,0.0,4.28287047788338,225.9069260569849,22,1
P2Pd3S8,-0.634964529175822,0.0,3.355390565467712,315.60304137067794,13,1
P2PtO7,-2.080259031928571,0.0,5.023326023207267,487.9510390636429,40,1
P3RhO9,-2.279308427994506,0.0,3.478165064394053,973.4213471851976,78,1
P3Se4I,-0.339834322912945,0.0,3.525589573058633,1009.1860053989672,32,1
PICl8,-0.962801141464286,0.0,2.32405365209495,1261.8154551918135,40,1
PPbSe3,-0.411696905532741,0.0,5.8869263836214,535.998094170855,20,1
Pd(PbCl3)2,-1.068089196111111,0.0,5.182769341096018,470.04542385366574,18,1
Pr2Au5F21,-2.232017286815476,0.0,5.87286653108811,1883.7943064546123,112,1
Pr2TeO2,-3.215270251999999,0.0,6.7119902057313485,109.2053675781864,5,1
Pr4S3N2,-2.073269873067128,0.0,5.543709194560502,824.1294706813192,36,1
Rb2(PSe2)3,-0.7459377082264611,0.0,3.402385085773089,2879.9600856668585,88,1
Rb2Cd3Se4,-1.042348969652775,0.0,4.858757936026603,1126.4594692966657,36,1
Rb2Ge2Se5,-0.960065381024303,0.0,3.845986068491636,1227.949513842194,36,1
Rb2MnF5,-2.972131870991379,0.0,3.571865876420315,149.1685252624626,8,1
Rb2MoS4,-1.241346462142855,0.0,3.037417623517359,864.0736069011366,28,1
Rb2SnSe3,-1.137568621171873,0.0,3.913060398802221,446.87085772181325,12,1
Rb2TeI6,-1.029657680185183,0.0,4.362730964213464,806.8840467017882,18,1
Rb2U2O7,-3.304101588636362,0.0,6.413898956768575,393.0000330323997,22,1
Rb3AgO2,-1.127836472881943,0.0,4.213513888100327,2498.712467028814,96,1
Rb3BP2,-0.373853823492063,0.0,2.779089300721452,393.3563659845879,12,1
Rb3Cu5O4,-1.083094576458333,0.0,4.266358674779433,993.48557951547,48,1
Rb3Nb2S11,-1.179775708906248,0.0,2.903253203432504,1818.6691327880155,64,1
Rb3Ta2S11,-1.203800506072904,0.0,3.567129775238821,1808.0720898850184,64,1
Rb4Au6S5,-0.817548776499999,0.0,6.387992845776171,875.4989470218436,30,1
Rb6Br4O,-1.805953504545456,0.0,3.431638601686154,821.0877493792486,22,1
Rb6Cl4O,-1.95121591909091,0.0,3.03857808130697,732.9663349601925,22,1
Rb6HgS4,-1.104678763409089,0.0,3.71243252643545,752.9316625245032,22,1
